author_handle,content,published_at,like_count,reply_count,parent_id,is_reply
@음치둠칫,유아인????,2025-06-05T16:59:38Z,0,0.0,,False
@s.u777,초식 밝히는건 매너긴하지 ㅅㅂ,2025-05-31T02:27:42Z,0,0.0,,False
@samuelahnn,딱 오티티용,2026-01-19T22:20:38Z,0,0.0,,False
@luiz5782,Kungfu hustle 2?,2025-07-04T09:54:31Z,0,0.0,,False
@spaghett9330,UFC 58000ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-05-31T05:48:21Z,0,0.0,,False
@strawberrynet3000,B급 감성일때 젤 재밌음 ㅋㅋㅋ,2025-07-14T09:36:48Z,0,0.0,,False
@햄노,영화관ㆍ에서 보다가 잤음.. 극장분위기도 안좋았응.. 투자마니한것같던데 아쉽 노잼,2025-10-17T13:51:40Z,2,0.0,,False
@cerrar122,ㅋㅋㅋㅋㅋ😂😂😂😂😂,2025-06-02T01:05:26Z,0,0.0,,False
@jsejun,본인은 못 벌고 유튜버들 재벌 만들어준 영화 4위쯤 되겠다ㅋ,2026-01-19T23:58:02Z,0,0.0,,False
@아님-p1u,오아아아아ㅏ아아아아아아,2025-06-19T06:28:24Z,0,0.0,,False
@핑크뚱,쌍문동<br>엄마 아들 나왔다 ㅎ,2025-06-02T09:21:22Z,0,0.0,,False
@vivianchen8456,劉亞仁到底在哪??  沒有他不想看,2025-06-14T17:56:24Z,0,0.0,,False
@rikim2367,❤,2025-06-02T22:45:28Z,0,0.0,,False
@로또1등당첨되고싶은,"ㅋㅋㅋ 잼있겠다 ㅋㅋㅋ 내용이 애들 만화 같긴한데 그냥볼만 할듯, 액션씬 좋아보이긴 한데 아직은 영화로 애니전투씬같은 연출은 아직은 무리인건가 하는생각",2025-05-30T11:43:16Z,0,0.0,,False
@후후주환,안재홍❤❤,2025-06-09T17:22:43Z,0,0.0,,False
